1,1,2,738
2,1,3,141
3,1,4,508
4,1,5,546
5,1,6,474
6,1,7,109
7,1,8,471
8,1,9,74
9,1,10,167
10,1,11,432
11,1,12,451
12,1,13,133
13,1,14,295
14,1,15,88
15,1,16,735
16,1,17,359
17,1,18,277
18,1,19,96
19,1,20,445
20,1,21,511
21,1,22,79
22,1,23,701
23,1,24,663
24,1,25,670
25,1,26,408
26,1,27,483
27,1,28,143
28,1,29,726
29,1,30,734
30,1,31,163
31,1,32,528
32,1,33,374
33,1,34,287
34,1,35,682
35,1,36,421
36,1,37,226
37,1,38,540
38,1,39,254
39,1,40,456
40,1,41,171
41,1,42,312
42,1,43,184
43,1,44,433
44,1,45,284
45,2,3,693
46,2,4,166
47,2,5,167
48,2,6,502
49,2,7,225
50,2,8,608
51,2,9,687
52,2,10,505
53,2,11,328
54,2,12,764
55,2,13,700
56,2,14,343
57,2,15,337
58,2,16,201
59,2,17,200
60,2,18,66
61,2,19,297
62,2,20,777
63,2,21,576
64,2,22,184
65,2,23,193
66,2,24,733
67,2,25,344
68,2,26,679
69,2,27,523
70,2,28,761
71,2,29,416
72,2,30,223
73,2,31,716
74,2,32,659
75,2,33,583
76,2,34,667
77,2,35,467
78,2,36,301
79,2,37,395
80,2,38,266
81,2,39,173
82,2,40,709
83,2,41,250
84,2,42,664
85,2,43,756
86,2,44,773
87,2,45,491
88,3,4,516
89,3,5,279
90,3,6,184
91,3,7,448
92,3,8,174
93,3,9,733
94,3,10,554
95,3,11,423
96,3,12,512
97,3,13,690
98,3,14,271
99,3,15,311
100,3,16,295
101,3,17,271
102,3,18,202
103,3,19,632
104,3,20,181
105,3,21,667
106,3,22,372
107,3,23,158
108,3,24,800
109,3,25,199
110,3,26,424
111,3,27,217
112,3,28,581
113,3,29,80
114,3,30,248
115,3,31,481
116,3,32,334
117,3,33,480
118,3,34,496
119,3,35,430
120,3,36,337
121,3,37,460
122,3,38,655
123,3,39,536
124,3,40,582
125,3,41,549
126,3,42,567
127,3,43,392
128,3,44,267
129,3,45,582
130,4,5,629
131,4,6,490
132,4,7,86
133,4,8,484
134,4,9,611
135,4,10,301
136,4,11,352
137,4,12,642
138,4,13,364
139,4,14,738
140,4,15,196
141,4,16,167
142,4,17,171
143,4,18,329
144,4,19,431
145,4,20,90
146,4,21,447
147,4,22,172
148,4,23,747
149,4,24,158
150,4,25,105
151,4,26,499
152,4,27,120
153,4,28,508
154,4,29,749
155,4,30,67
156,4,31,105
157,4,32,294
158,4,33,699
159,4,34,409
160,4,35,735
161,4,36,582
162,4,37,167
163,4,38,632
164,4,39,776
165,4,40,341
166,4,41,742
167,4,42,180
168,4,43,201
169,4,44,397
170,4,45,532
171,5,6,319
172,5,7,205
173,5,8,274
174,5,9,659
175,5,10,237
176,5,11,773
177,5,12,683
178,5,13,772
179,5,14,791
180,5,15,322
181,5,16,757
182,5,17,143
183,5,18,271
184,5,19,489
185,5,20,388
186,5,21,770
187,5,22,799
188,5,23,602
189,5,24,413
190,5,25,294
191,5,26,352
192,5,27,758
193,5,28,73
194,5,29,565
195,5,30,172
196,5,31,89
197,5,32,514
198,5,33,334
199,5,34,469
200,5,35,299
201,5,36,303
202,5,37,505
203,5,38,151
204,5,39,631
205,5,40,540
206,5,41,299
207,5,42,309
208,5,43,319
209,5,44,228
210,5,45,699
211,6,7,196
212,6,8,725
213,6,9,233
214,6,10,163
215,6,11,463
216,6,12,379
217,6,13,722
218,6,14,608
219,6,15,161
220,6,16,758
221,6,17,606
222,6,18,374
223,6,19,220
224,6,20,455
225,6,21,198
226,6,22,496
227,6,23,181
228,6,24,601
229,6,25,326
230,6,26,658
231,6,27,315
232,6,28,643
233,6,29,569
234,6,30,160
235,6,31,274
236,6,32,665
237,6,33,349
238,6,34,726
239,6,35,363
240,6,36,280
241,6,37,527
242,6,38,419
243,6,39,726
244,6,40,405
245,6,41,732
246,6,42,586
247,6,43,282
248,6,44,314
249,6,45,737
250,7,8,576
251,7,9,480
252,7,10,654
253,7,11,66
254,7,12,290
255,7,13,228
256,7,14,462
257,7,15,418
258,7,16,781
259,7,17,486
260,7,18,765
261,7,19,365
262,7,20,129
263,7,21,352
264,7,22,184
265,7,23,374
266,7,24,593
267,7,25,174
268,7,26,624
269,7,27,348
270,7,28,76
271,7,29,221
272,7,30,620
273,7,31,439
274,7,32,657
275,7,33,324
276,7,34,688
277,7,35,414
278,7,36,207
279,7,37,340
280,7,38,506
281,7,39,752
282,7,40,771
283,7,41,430
284,7,42,800
285,7,43,332
286,7,44,339
287,7,45,422
288,8,9,425
289,8,10,484
290,8,11,630
291,8,12,607
292,8,13,558
293,8,14,621
294,8,15,405
295,8,16,720
296,8,17,484
297,8,18,176
298,8,19,632
299,8,20,541
300,8,21,756
301,8,22,308
302,8,23,595
303,8,24,727
304,8,25,765
305,8,26,346
306,8,27,367
307,8,28,530
308,8,29,107
309,8,30,225
310,8,31,401
311,8,32,720
312,8,33,461
313,8,34,520
314,8,35,175
315,8,36,132
316,8,37,625
317,8,38,194
318,8,39,742
319,8,40,254
320,8,41,485
321,8,42,729
322,8,43,742
323,8,44,607
324,8,45,95
325,9,10,719
326,9,11,295
327,9,12,346
328,9,13,602
329,9,14,609
330,9,15,604
331,9,16,592
332,9,17,709
333,9,18,570
334,9,19,748
335,9,20,310
336,9,21,346
337,9,22,256
338,9,23,560
339,9,24,93
340,9,25,187
341,9,26,792
342,9,27,211
343,9,28,735
344,9,29,342
345,9,30,701
346,9,31,737
347,9,32,458
348,9,33,375
349,9,34,92
350,9,35,405
351,9,36,260
352,9,37,519
353,9,38,184
354,9,39,777
355,9,40,194
356,9,41,249
357,9,42,291
358,9,43,205
359,9,44,799
360,9,45,456
361,10,11,86
362,10,12,713
363,10,13,465
364,10,14,610
365,10,15,233
366,10,16,587
367,10,17,286
368,10,18,485
369,10,19,496
370,10,20,634
371,10,21,79
372,10,22,564
373,10,23,741
374,10,24,645
375,10,25,714
376,10,26,696
377,10,27,387
378,10,28,744
379,10,29,268
380,10,30,542
381,10,31,352
382,10,32,215
383,10,33,402
384,10,34,402
385,10,35,727
386,10,36,761
387,10,37,607
388,10,38,335
389,10,39,711
390,10,40,431
391,10,41,116
392,10,42,156
393,10,43,743
394,10,44,575
395,10,45,755
396,11,12,605
397,11,13,572
398,11,14,783
399,11,15,731
400,11,16,267
401,11,17,528
402,11,18,506
403,11,19,314
404,11,20,205
405,11,21,599
406,11,22,275
407,11,23,635
408,11,24,508
409,11,25,575
410,11,26,305
411,11,27,347
412,11,28,209
413,11,29,674
414,11,30,662
415,11,31,377
416,11,32,397
417,11,33,621
418,11,34,381
419,11,35,179
420,11,36,647
421,11,37,645
422,11,38,343
423,11,39,523
424,11,40,112
425,11,41,736
426,11,42,619
427,11,43,720
428,11,44,766
429,11,45,520
430,12,13,162
431,12,14,789
432,12,15,533
433,12,16,791
434,12,17,259
435,12,18,72
436,12,19,293
437,12,20,471
438,12,21,234
439,12,22,492
440,12,23,369
441,12,24,144
442,12,25,697
443,12,26,263
444,12,27,391
445,12,28,721
446,12,29,485
447,12,30,781
448,12,31,435
449,12,32,251
450,12,33,112
451,12,34,146
452,12,35,181
453,12,36,151
454,12,37,665
455,12,38,703
456,12,39,720
457,12,40,674
458,12,41,358
459,12,42,291
460,12,43,427
461,12,44,526
462,12,45,323
463,13,14,527
464,13,15,483
465,13,16,777
466,13,17,498
467,13,18,527
468,13,19,232
469,13,20,336
470,13,21,639
471,13,22,393
472,13,23,628
473,13,24,273
474,13,25,348
475,13,26,706
