1,45,11,583
2,45,20,264
3,45,13,800
4,45,16,332
5,45,43,438
6,45,7,142
7,45,40,131
8,45,28,371
9,45,26,348
10,45,19,391
11,45,27,674
12,45,44,583
13,45,24,266
14,45,22,758
15,45,41,589
16,45,12,187
17,45,23,122
18,45,36,278
19,45,4,96
20,45,1,769
21,45,39,74
22,45,21,781
23,45,25,100
24,45,35,566
25,45,9,416
26,45,5,658
27,45,32,588
28,45,42,453
29,45,37,82
30,45,18,121
31,45,29,158
32,45,17,425
33,45,10,745
34,45,34,624
35,45,3,590
36,45,6,687
37,45,30,710
38,45,15,799
39,45,31,161
40,45,33,439
41,45,2,621
42,45,8,70
43,45,38,756
44,45,14,112
45,11,20,670
46,11,13,470
47,11,16,652
48,11,43,355
49,11,7,604
50,11,40,215
51,11,28,341
52,11,26,605
53,11,19,76
54,11,27,87
55,11,44,65
56,11,24,584
57,11,22,338
58,11,41,207
59,11,12,482
60,11,23,602
61,11,36,715
62,11,4,231
63,11,1,261
64,11,39,62
65,11,21,453
66,11,25,447
67,11,35,129
68,11,9,610
69,11,5,709
70,11,32,306
71,11,42,404
72,11,37,511
73,11,18,750
74,11,29,584
75,11,17,87
76,11,10,335
77,11,34,218
78,11,3,445
79,11,6,317
80,11,30,499
81,11,15,708
82,11,31,393
83,11,33,178
84,11,2,714
85,11,8,323
86,11,38,797
87,11,14,453
88,20,13,543
89,20,16,256
90,20,43,470
91,20,7,747
92,20,40,209
93,20,28,524
94,20,26,311
95,20,19,585
96,20,27,530
97,20,44,583
98,20,24,195
99,20,22,753
100,20,41,231
101,20,12,108
102,20,23,507
103,20,36,634
104,20,4,594
105,20,1,319
106,20,39,532
107,20,21,507
108,20,25,388
109,20,35,242
110,20,9,731
111,20,5,251
112,20,32,358
113,20,42,649
114,20,37,124
115,20,18,557
116,20,29,154
117,20,17,173
118,20,10,700
119,20,34,649
120,20,3,280
121,20,6,615
122,20,30,140
123,20,15,529
124,20,31,217
125,20,33,791
126,20,2,406
127,20,8,775
128,20,38,672
129,20,14,150
130,13,16,235
131,13,43,539
132,13,7,492
133,13,40,463
134,13,28,361
135,13,26,197
136,13,19,468
137,13,27,638
138,13,44,197
139,13,24,212
140,13,22,385
141,13,41,689
142,13,12,702
143,13,23,631
144,13,36,718
145,13,4,171
146,13,1,478
147,13,39,496
148,13,21,102
149,13,25,437
150,13,35,104
151,13,9,739
152,13,5,240
153,13,32,288
154,13,42,234
155,13,37,609
156,13,18,446
157,13,29,74
158,13,17,777
159,13,10,751
160,13,34,538
161,13,3,754
162,13,6,253
163,13,30,516
164,13,15,565
165,13,31,626
166,13,33,288
167,13,2,237
168,13,8,171
169,13,38,553
170,13,14,387
171,16,43,351
172,16,7,530
173,16,40,280
174,16,28,251
175,16,26,565
176,16,19,796
177,16,27,409
178,16,44,69
179,16,24,386
180,16,22,219
181,16,41,459
182,16,12,604
183,16,23,108
184,16,36,90
185,16,4,567
186,16,1,367
187,16,39,447
188,16,21,779
189,16,25,499
190,16,35,620
191,16,9,220
192,16,5,347
193,16,32,698
194,16,42,247
195,16,37,406
196,16,18,184
197,16,29,661
198,16,17,546
199,16,10,450
200,16,34,685
201,16,3,165
202,16,6,740
203,16,30,671
204,16,15,382
205,16,31,746
206,16,33,178
207,16,2,389
208,16,8,609
209,16,38,578
210,16,14,636
211,43,7,571
212,43,40,409
213,43,28,421
214,43,26,462
215,43,19,460
216,43,27,316
217,43,44,485
218,43,24,300
219,43,22,257
220,43,41,205
221,43,12,526
222,43,23,325
223,43,36,407
224,43,4,157
225,43,1,129
226,43,39,357
227,43,21,466
228,43,25,308
229,43,35,471
230,43,9,101
231,43,5,72
232,43,32,360
233,43,42,395
234,43,37,472
235,43,18,254
236,43,29,769
237,43,17,92
238,43,10,566
239,43,34,782
240,43,3,144
241,43,6,556
242,43,30,232
243,43,15,484
244,43,31,159
245,43,33,550
246,43,2,346
247,43,8,358
248,43,38,600
249,43,14,369
250,7,40,70
251,7,28,72
252,7,26,742
253,7,19,434
254,7,27,458
255,7,44,440
256,7,24,354
257,7,22,269
258,7,41,731
259,7,12,287
260,7,23,64
261,7,36,473
262,7,4,137
263,7,1,584
264,7,39,488
265,7,21,141
266,7,25,79
267,7,35,199
268,7,9,185
269,7,5,333
270,7,32,757
271,7,42,151
272,7,37,633
273,7,18,630
274,7,29,788
275,7,17,225
276,7,10,676
277,7,34,753
278,7,3,160
279,7,6,656
280,7,30,77
281,7,15,176
282,7,31,312
283,7,33,603
284,7,2,796
285,7,8,383
286,7,38,541
287,7,14,685
288,40,28,384
289,40,26,288
290,40,19,517
291,40,27,101
292,40,44,366
293,40,24,539
294,40,22,467
295,40,41,604
296,40,12,70
297,40,23,82
298,40,36,389
299,40,4,431
300,40,1,706
301,40,39,798
302,40,21,387
303,40,25,448
304,40,35,213
305,40,9,744
306,40,5,372
307,40,32,245
308,40,42,663
309,40,37,427
310,40,18,552
311,40,29,196
312,40,17,400
313,40,10,734
314,40,34,308
315,40,3,727
316,40,6,693
317,40,30,710
318,40,15,431
319,40,31,776
320,40,33,681
321,40,2,230
322,40,8,336
323,40,38,121
324,40,14,522
325,28,26,429
326,28,19,336
327,28,27,613
328,28,44,101
329,28,24,525
330,28,22,795
331,28,41,61
332,28,12,78
